2025-11-24T19:33:41.957691,10
2025-11-24T19:33:45.961933,10
2025-11-24T19:33:49.990674,10
2025-11-24T19:33:54.194573,10
2025-11-24T19:33:57.869453,9
2025-11-24T19:34:02.143210,9
2025-11-24T19:34:06.742044,9
2025-11-24T19:34:10.721677,11
2025-11-24T19:34:14.968080,10
2025-11-24T19:34:19.782254,10
2025-11-24T19:34:24.323083,8
2025-11-24T19:34:26.780343,8
2025-11-24T19:34:29.445519,8
2025-11-24T19:34:33.708379,8
2025-11-24T19:34:37.518294,9
2025-11-24T19:34:40.528282,8
2025-11-24T19:34:43.677731,8
2025-11-24T19:34:46.870246,8
2025-11-24T19:34:49.736494,10
2025-11-24T19:34:52.179803,10
2025-11-24T19:34:54.404098,10
2025-11-24T19:34:56.818462,10
2025-11-24T19:34:59.302889,12
2025-11-24T19:35:01.506959,10
2025-11-24T19:35:04.008825,9
2025-11-24T19:35:06.820224,10
2025-11-24T19:35:09.368657,11
2025-11-24T19:35:11.883658,11
2025-11-24T19:35:14.383520,12
2025-11-24T19:35:16.638701,10
2025-11-24T19:35:19.145928,10
2025-11-24T19:35:22.335910,10
2025-11-24T19:35:25.862643,11
2025-11-24T19:35:28.600671,8
2025-11-24T19:35:31.479954,10
2025-11-24T19:35:34.661034,9
2025-11-24T19:35:37.646615,7
2025-11-24T19:35:41.249300,8
2025-11-24T19:35:44.395784,10
2025-11-24T19:35:47.216213,8
2025-11-24T19:35:50.348796,9
2025-11-24T19:35:54.111851,9
2025-11-24T19:35:57.342002,9
2025-11-24T19:36:00.901544,8
2025-11-24T19:36:04.243354,9
2025-11-24T19:36:08.050044,9
2025-11-24T19:36:12.332142,9
2025-11-24T19:36:16.454576,8
2025-11-24T19:36:18.941294,9
2025-11-24T19:36:21.467051,10
2025-11-24T19:36:32.547598,9
2025-11-24T19:36:36.542555,10
2025-11-24T19:36:40.491948,10
2025-11-24T19:36:47.698423,10
2025-11-24T20:04:42.021499,6
2025-11-24T20:04:43.689171,6
2025-11-24T20:04:45.205987,6
2025-11-24T20:04:46.739134,6
2025-11-24T20:04:48.914598,6
2025-11-24T20:04:50.325181,6
2025-11-24T20:04:51.533897,6
2025-11-24T20:04:52.808887,6
2025-11-24T20:04:54.053886,6
2025-11-24T20:04:55.116311,6
2025-11-24T20:04:56.127041,6
2025-11-24T20:04:57.039214,6
2025-11-24T20:04:57.971714,6
2025-11-24T20:04:58.874996,6
2025-11-24T20:04:59.738385,6
2025-11-24T20:05:00.626943,6
2025-11-24T20:05:01.631031,6
2025-11-24T20:05:02.529114,6
2025-11-24T20:05:03.468642,6
2025-11-24T20:05:04.328988,6
2025-11-24T20:05:05.211639,6
2025-11-24T20:05:06.136604,6
2025-11-24T20:05:06.950641,6
2025-11-24T20:05:07.716158,6
2025-11-24T20:05:08.503984,6
2025-11-24T20:05:09.319832,6
2025-11-24T20:05:10.111310,6
2025-11-24T20:05:10.885429,6
2025-11-24T20:05:11.689866,6
2025-11-24T20:05:12.438220,6
2025-11-24T20:05:13.212766,7
2025-11-24T20:05:13.985733,8
2025-11-24T20:05:14.744005,6
2025-11-24T20:05:15.450110,6
2025-11-24T20:05:16.229226,6
2025-11-24T20:05:17.015424,7
2025-11-24T20:05:17.800395,6
2025-11-24T20:05:18.685444,6
2025-11-24T20:05:19.485328,6
2025-11-24T20:05:20.267787,6
2025-11-24T20:05:21.044178,6
2025-11-24T20:05:21.756548,6
2025-11-24T20:05:22.452179,6
2025-11-24T20:05:23.410621,6
2025-11-24T20:05:24.238486,6
2025-11-24T20:05:25.008948,6
2025-11-24T20:05:25.757389,6
2025-11-24T20:05:26.488547,6
2025-11-24T20:05:27.203118,6
2025-11-24T20:05:27.985883,6
2025-11-24T20:05:28.703809,6
2025-11-24T20:05:29.439601,6
2025-11-24T20:05:30.199377,6
2025-11-24T20:05:30.940526,6
2025-11-24T20:05:31.713989,6
2025-11-24T20:05:32.419831,6
2025-11-24T20:05:33.208376,6
2025-11-24T20:05:33.982304,6
2025-11-24T20:05:34.694202,6
2025-11-24T20:05:35.476116,6
2025-11-24T20:05:36.271522,6
